"seqname","source","feature","start","end","score","strand","frame","gene_id","transcript_id","class_code","exon_number","gene_name","nearest_ref","oId","tss_id"
"chr11","Cufflinks","exon",95225467,95225632,".","-",".","XLOC_011738","TCONS_00032068","=",2,"Gm11515","ENSMUST00000150818.1","ENSMUST00000150818.1","TSS20079"
"chr11","Cufflinks","exon",95324168,95324496,".","+",".","XLOC_009870","TCONS_00026607","=",3,"Gm11520","ENSMUST00000122837.1","ENSMUST00000122837.1","TSS16476"
"chr11","Cufflinks","exon",95336697,95336786,".","-",".","XLOC_011740","TCONS_00032087","=",2,"Gm11521","ENSMUST00000143302.1","ENSMUST00000143302.1","TSS20084"
"chr11","Cufflinks","exon",96863833,96864105,".","-",".","XLOC_011772","TCONS_00032169","=",2,"Gm11523","ENSMUST00000143569.1","ENSMUST00000184482.7","TSS20135"
"chr11","Cufflinks","exon",96921799,96922493,".","-",".","XLOC_011774","TCONS_00032188","=",2,"Gm11525","ENSMUST00000134436.1","ENSMUST00000134436.1","TSS20141"
"chr11","Cufflinks","exon",95858817,95859174,".","-",".","XLOC_011750","TCONS_00032103","=",2,"Gm11527","ENSMUST00000153795.1","ENSMUST00000153795.1","TSS20096"
"chr11","Cufflinks","exon",95624528,95624704,".","+",".","XLOC_009878","TCONS_00026637","=",2,"Gm11528","ENSMUST00000156822.1","ENSMUST00000156822.1","TSS16493"
"chr11","Cufflinks","exon",96448323,96448457,".","-",".","XLOC_011763","TCONS_00032133","=",1,"Gm11529","ENSMUST00000153012.1","ENSMUST00000153012.1","TSS20116"
"chr11","Cufflinks","exon",97020508,97020914,".","-",".","XLOC_011777","TCONS_00032196","=",1,"Gm11532","ENSMUST00000128111.1","ENSMUST00000128111.1","TSS20147"
"chr11","Cufflinks","exon",95869154,95869315,".","+",".","XLOC_009886","TCONS_00026666","=",1,"Gm11534","ENSMUST00000125956.1","ENSMUST00000125956.1","TSS16511"
"chr11","Cufflinks","exon",96178588,96178800,".","+",".","XLOC_009895","TCONS_00026683","=",2,"Gm11535","ENSMUST00000145517.1","ENSMUST00000145517.1","TSS16526"
"chr11","Cufflinks","exon",96341957,96342108,".","-",".","XLOC_011761","TCONS_00032130","=",3,"Gm11536","ENSMUST00000130733.1","ENSMUST00000130733.1","TSS20113"
"chr11","Cufflinks","exon",96766802,96766907,".","+",".","XLOC_009915","TCONS_00026740","=",1,"Gm11537","ENSMUST00000124865.1","ENSMUST00000124865.1","TSS16564"
"chr11","Cufflinks","exon",94677565,94678389,".","+",".","XLOC_009854","TCONS_00026577","=",1,"Gm11542","ENSMUST00000126480.1","ENSMUST00000126480.1","TSS16453"
"chr3","Cufflinks","exon",36506692,36506809,".","-",".","XLOC_041493","TCONS_00105879","=",4,"Gm11548","ENSMUST00000140203.1","ENSMUST00000140203.1","TSS67556"
"chr3","Cufflinks","exon",36521164,36521813,".","-",".","XLOC_041494","TCONS_00105880","=",3,"Gm11549","ENSMUST00000124606.2","ENSMUST00000124606.2","TSS67557"
"chr11","Cufflinks","exon",101886237,101886344,".","+",".","XLOC_010075","TCONS_00027242","=",1,"Gm11551","ENSMUST00000147438.1","ENSMUST00000147438.1","TSS16902"
"chr11","Cufflinks","exon",100085003,100085983,".","+",".","XLOC_010028","TCONS_00027077","=",3,"Gm11571","ENSMUST00000136820.1","ENSMUST00000136820.1","TSS16787"
"chr11","Cufflinks","exon",97051075,97051432,".","-",".","XLOC_011779","TCONS_00032199","=",3,"Gm11574","ENSMUST00000139752.1","ENSMUST00000139752.1","TSS20149"
"chr1","Cufflinks","exon",60781550,60781834,".","-",".","XLOC_003538","TCONS_00009281","=",2,"Gm11579","ENSMUST00000145502.1","ENSMUST00000145502.1","TSS5701"
"chr11","Cufflinks","exon",97161624,97161675,".","+",".","XLOC_009929","TCONS_00026790","=",2,"Gm11583","ENSMUST00000132296.1","ENSMUST00000132296.1","TSS16593"
"chr11","Cufflinks","exon",102146214,102146246,".","-",".","XLOC_011965","TCONS_00032732","=",2,"Gm11586","ENSMUST00000123060.1","ENSMUST00000123060.1","TSS20504"
"chr1","Cufflinks","exon",61362429,61362711,".","+",".","XLOC_000814","TCONS_00002206","o",2,"Gm11587","ENSMUST00000128274.2","CUFF.219.1","TSS1289"
"chr1","Cufflinks","exon",61469361,61469475,".","+",".","XLOC_000818","TCONS_00002210","=",3,"Gm11588","ENSMUST00000141758.1","ENSMUST00000141758.1","TSS1294"
"chr11","Cufflinks","exon",97280128,97280231,".","+",".","XLOC_009931","TCONS_00026792","=",1,"Gm11592","ENSMUST00000133160.2","ENSMUST00000133160.2","TSS16595"
"chr1","Cufflinks","exon",63272821,63273115,".","-",".","XLOC_003559","TCONS_00009329","=",5,"Gm11608","ENSMUST00000153049.7","ENSMUST00000153049.7","TSS5731"
"chr11","Cufflinks","exon",97521132,97521895,".","-",".","XLOC_011791","TCONS_00032256","=",2,"Gm11611","ENSMUST00000134289.1","ENSMUST00000134289.1","TSS20181"
"chr11","Cufflinks","exon",97644859,97646117,".","-",".","XLOC_011793","TCONS_00032265","=",2,"Gm11613","ENSMUST00000134427.1","ENSMUST00000134427.1","TSS20184"
"chr11","Cufflinks","exon",97725176,97725711,".","+",".","XLOC_009951","TCONS_00026838","=",2,"Gm11614","ENSMUST00000137598.1","ENSMUST00000137598.1","TSS16630"
"chr11","Cufflinks","exon",101266218,101266303,".","-",".","XLOC_011942","TCONS_00032640","=",2,"Gm11615","ENSMUST00000156205.1","ENSMUST00000156205.1","TSS20447"
"chr11","Cufflinks","exon",101457170,101457390,".","-",".","XLOC_011950","TCONS_00032676","=",2,"Gm11626","ENSMUST00000142107.1","ENSMUST00000142107.1","TSS20469"
"chr11","Cufflinks","exon",98026576,98026762,".","+",".","XLOC_009959","TCONS_00026878","j",2,"Gm11629","ENSMUST00000123784.1","CUFF.8773.1","TSS16651"
"chr11","Cufflinks","exon",97893463,97893811,".","+",".","XLOC_009956","TCONS_00026874","=",2,"Gm11630","ENSMUST00000152825.1","ENSMUST00000152825.1","TSS16648"
"chr11","Cufflinks","exon",101611092,101611175,".","+",".","XLOC_010068","TCONS_00027226","=",2,"Gm11635","ENSMUST00000131042.1","ENSMUST00000131042.1","TSS16890"
"chr11","Cufflinks","exon",102616284,102616546,".","-",".","XLOC_011982","TCONS_00032828","=",2,"Gm11636","ENSMUST00000152172.1","ENSMUST00000152172.1","TSS20563"
"chr11","Cufflinks","exon",105363252,105363588,".","+",".","XLOC_010133","TCONS_00027439","=",1,"Gm11638","ENSMUST00000153672.1","ENSMUST00000153672.1","TSS17035"
"chr11","Cufflinks","exon",105435233,105435412,".","+",".","XLOC_010135","TCONS_00027441","=",2,"Gm11640","ENSMUST00000155987.1","ENSMUST00000155987.1","TSS17037"
"chr11","Cufflinks","exon",103723950,103724076,".","+",".","XLOC_010108","TCONS_00027355","=",1,"Gm11642","ENSMUST00000150442.1","ENSMUST00000150442.1","TSS16978"
"chr11","Cufflinks","exon",106051151,106051365,".","-",".","XLOC_012027","TCONS_00032969","=",1,"Gm11646","ENSMUST00000135857.1","ENSMUST00000135857.1","TSS20662"
"chr11","Cufflinks","exon",107758781,107758796,".","+",".","XLOC_010188","TCONS_00027569","o",1,"Gm11650","ENSMUST00000141271.1","CUFF.8520.1","TSS17117"
"chr11","Cufflinks","exon",105972338,105972540,".","-",".","XLOC_012025","TCONS_00032967","=",2,"Gm11651","ENSMUST00000152925.1","ENSMUST00000130673.1","TSS20660"
"chr11","Cufflinks","exon",108193883,108194126,".","+",".","XLOC_010194","TCONS_00027575","=",5,"Gm11655","ENSMUST00000153899.1","ENSMUST00000153899.1","TSS17123"
"chr11","Cufflinks","exon",108380954,108381093,".","+",".","XLOC_010196","TCONS_00027579","=",2,"Gm11656","ENSMUST00000139207.1","ENSMUST00000137462.1","TSS17127"
"chr11","Cufflinks","exon",107994022,107994053,".","+",".","XLOC_010192","TCONS_00027573","=",1,"Gm11657","ENSMUST00000137175.1","ENSMUST00000137175.1","TSS17121"
"chr11","Cufflinks","exon",104259294,104259361,".","-",".","XLOC_012010","TCONS_00032921","=",5,"Gm11659","ENSMUST00000137561.1","ENSMUST00000137561.1","TSS20630"
"chr11","Cufflinks","exon",104557655,104557777,".","-",".","XLOC_012014","TCONS_00032936","=",2,"Gm11665","ENSMUST00000148136.1","ENSMUST00000148136.1","TSS20641"
"chr11","Cufflinks","exon",108941912,108942015,".","-",".","XLOC_012071","TCONS_00033140","=",3,"Gm11670","ENSMUST00000143435.1","ENSMUST00000143435.1","TSS20771"
"chr11","Cufflinks","exon",106126336,106126764,".","-",".","XLOC_012029","TCONS_00032971","=",1,"Gm11672","ENSMUST00000140380.1","ENSMUST00000140380.1","TSS20664"
"chr11","Cufflinks","exon",111796347,111799304,".","-",".","XLOC_012097","TCONS_00033223","=",1,"Gm11674","ENSMUST00000124855.1","ENSMUST00000124855.1","TSS20818"
"chr11","Cufflinks","exon",112107438,112107575,".","+",".","XLOC_010232","TCONS_00027693","=",1,"Gm11680","ENSMUST00000146550.1","ENSMUST00000146550.1","TSS17204"
"chr11","Cufflinks","exon",112796440,112796543,".","-",".","XLOC_012101","TCONS_00033246","=",2,"Gm11681","ENSMUST00000127337.1","ENSMUST00000127337.1","TSS20830"
"chr11","Cufflinks","exon",110544507,110544689,".","+",".","XLOC_010227","TCONS_00027683","=",1,"Gm11682","ENSMUST00000144689.1","ENSMUST00000144689.1","TSS17197"
"chr11","Cufflinks","exon",109802010,109802796,".","+",".","XLOC_010219","TCONS_00027663","=",2,"Gm11683","ENSMUST00000147006.1","ENSMUST00000147006.1","TSS17182"
"chr11","Cufflinks","exon",109768486,109768594,".","+",".","XLOC_010218","TCONS_00027662","=",1,"Gm11684","ENSMUST00000144975.1","ENSMUST00000144975.1","TSS17181"
"chr11","Cufflinks","exon",109640513,109641789,".","+",".","XLOC_010216","TCONS_00027654","=",2,"Gm11685","ENSMUST00000141559.1","ENSMUST00000141559.1","TSS17176"
"chr11","Cufflinks","exon",114219239,114219514,".","-",".","XLOC_012135","TCONS_00033335","=",1,"Gm11690","ENSMUST00000128183.1","ENSMUST00000128183.1","TSS20886"
"chr11","Cufflinks","exon",114251843,114252114,".","+",".","XLOC_010246","TCONS_00027732","=",1,"Gm11691","ENSMUST00000130963.1","ENSMUST00000130963.1","TSS17229"
"chr11","Cufflinks","exon",115463349,115463454,".","-",".","XLOC_012161","TCONS_00033411","=",3,"Gm11695","ENSMUST00000144230.1","ENSMUST00000144230.1","TSS20935"
"chr11","Cufflinks","exon",109355182,109355239,".","-",".","XLOC_012077","TCONS_00033156","=",1,"Gm11696","ENSMUST00000187514.1","ENSMUST00000190563.1","TSS20781"
"chr11","Cufflinks","exon",109936316,109936433,".","+",".","XLOC_010221","TCONS_00027665","=",1,"Gm11697","ENSMUST00000149226.1","ENSMUST00000149226.1","TSS17184"
"chr11","Cufflinks","exon",106814670,106814806,".","-",".","XLOC_012047","TCONS_00033066","=",1,"Gm11706","ENSMUST00000151282.1","ENSMUST00000151282.1","TSS20722"
"chr11","Cufflinks","exon",106972058,106972507,".","-",".","XLOC_012052","TCONS_00033080","=",1,"Gm11707","ENSMUST00000150366.1","ENSMUST00000150366.1","TSS20731"
"chr11","Cufflinks","exon",107386983,107387102,".","+",".","XLOC_010177","TCONS_00027542","=",1,"Gm11712","ENSMUST00000129139.1","ENSMUST00000129139.1","TSS17102"
"chr11","Cufflinks","exon",107410390,107410612,".","+",".","XLOC_010178","TCONS_00027543","=",1,"Gm11713","ENSMUST00000139941.1","ENSMUST00000139941.1","TSS17103"
"chr11","Cufflinks","exon",107435020,107435686,".","+",".","XLOC_010179","TCONS_00027544","=",2,"Gm11714","ENSMUST00000136927.1","ENSMUST00000136927.1","TSS17104"
"chr11","Cufflinks","exon",107201929,107202218,".","+",".","XLOC_010165","TCONS_00027534","u",1,"Gm11715","ENSMUST00000129501.1","CUFF.9556.2","TSS17089"
"chr11","Cufflinks","exon",107344507,107344804,".","+",".","XLOC_010174","TCONS_00027539","=",2,"Gm11716","ENSMUST00000154414.1","ENSMUST00000154414.1","TSS17099"
"chr11","Cufflinks","exon",107481916,107482352,".","+",".","XLOC_010182","TCONS_00027550","=",1,"Gm11722","ENSMUST00000138702.1","ENSMUST00000138702.1","TSS17107"
"chr11","Cufflinks","exon",117783326,117783473,".","-",".","XLOC_012207","TCONS_00033631","=",1,"Gm11723","ENSMUST00000155505.1","ENSMUST00000155505.1","TSS21069"
"chr11","Cufflinks","exon",117789897,117790276,".","-",".","XLOC_012208","TCONS_00033632","=",1,"Gm11724","ENSMUST00000125577.1","ENSMUST00000125577.1","TSS21070"
"chr11","Cufflinks","exon",117885977,117887416,".","+",".","XLOC_010327","TCONS_00028058","=",4,"Gm11725","ENSMUST00000125607.1","ENSMUST00000125607.1","TSS17439"
"chr11","Cufflinks","exon",117035078,117035564,".","-",".","XLOC_012202","TCONS_00033615","=",1,"Gm11728","ENSMUST00000150628.7","ENSMUST00000150628.7","TSS21058"
"chr11","Cufflinks","exon",117414389,117414747,".","+",".","XLOC_010316","TCONS_00028023","=",1,"Gm11729","ENSMUST00000124901.1","ENSMUST00000124901.1","TSS17415"
"chr11","Cufflinks","exon",117096637,117096695,".","-",".","XLOC_012203","TCONS_00033617","=",4,"Gm11730","ENSMUST00000130437.7","ENSMUST00000130437.7","TSS21059"
"chr11","Cufflinks","exon",117058425,117058654,".","+",".","XLOC_010309","TCONS_00028000","=",1,"Gm11731","ENSMUST00000139704.1","ENSMUST00000139704.1","TSS17399"
"chr11","Cufflinks","exon",117436788,117437013,".","+",".","XLOC_010317","TCONS_00028024","=",3,"Gm11732","ENSMUST00000151381.1","ENSMUST00000151381.1","TSS17416"
"chr11","Cufflinks","exon",117528966,117529103,".","+",".","XLOC_010319","TCONS_00028026","=",3,"Gm11734","ENSMUST00000132261.1","ENSMUST00000132261.1","TSS17418"
"chr11","Cufflinks","exon",118114855,118115243,".","+",".","XLOC_010331","TCONS_00028065","=",1,"Gm11738","ENSMUST00000134069.1","ENSMUST00000134069.1","TSS17446"
"chr11","Cufflinks","exon",116472276,116472325,".","+",".","XLOC_010299","TCONS_00027933","=",2,"Gm11739","ENSMUST00000125269.1","ENSMUST00000125269.1","TSS17354"
"chr11","Cufflinks","exon",118448130,118448771,".","-",".","XLOC_012221","TCONS_00033681","=",2,"Gm11747","ENSMUST00000142751.1","ENSMUST00000142751.1","TSS21104"
"chr11","Cufflinks","exon",118479277,118479458,".","-",".","XLOC_012222","TCONS_00033682","=",2,"Gm11748","ENSMUST00000153825.1","ENSMUST00000153825.1","TSS21105"
"chr11","Cufflinks","exon",118867186,118867220,".","-",".","XLOC_012225","TCONS_00033694","=",2,"Gm11749","ENSMUST00000127327.1","ENSMUST00000127327.1","TSS21114"
"chr11","Cufflinks","exon",118793601,118793828,".","+",".","XLOC_010334","TCONS_00028079","=",4,"Gm11750","ENSMUST00000146016.1","ENSMUST00000146016.1","TSS17456"
"chr4","Cufflinks","exon",68137090,68137113,".","+",".","XLOC_044233","TCONS_00112974","=",5,"Gm11751","ENSMUST00000126187.1","ENSMUST00000126187.1","TSS72037"
"chr11","Cufflinks","exon",119222148,119222473,".","+",".","XLOC_010339","TCONS_00028086","=",2,"Gm11752","ENSMUST00000143291.1","ENSMUST00000143291.1","TSS17462"
"chr11","Cufflinks","exon",119184308,119184516,".","-",".","XLOC_012232","TCONS_00033705","=",2,"Gm11753","ENSMUST00000151091.1","ENSMUST00000151091.1","TSS21122"
"chr11","Cufflinks","exon",119106328,119106420,".","-",".","XLOC_012228","TCONS_00033700","=",1,"Gm11754","ENSMUST00000156576.1","ENSMUST00000156576.1","TSS21117"
"chr11","Cufflinks","exon",119138373,119138421,".","-",".","XLOC_012229","TCONS_00033701","=",6,"Gm11755","ENSMUST00000144096.1","ENSMUST00000144096.1","TSS21118"
"chr11","Cufflinks","exon",119548630,119549762,".","+",".","XLOC_010347","TCONS_00028127","=",1,"Gm11762","ENSMUST00000135630.1","ENSMUST00000135630.1","TSS17492"
"chr11","Cufflinks","exon",119939184,119942074,".","+",".","XLOC_010351","TCONS_00028147","=",2,"Gm11766","ENSMUST00000143428.1","ENSMUST00000143428.1","TSS17509"
"chr11","Cufflinks","exon",119939162,119939290,".","-",".","XLOC_012239","TCONS_00033728","=",2,"Gm11767","ENSMUST00000129379.1","ENSMUST00000129379.1","TSS21134"
"chr11","Cufflinks","exon",120150562,120150714,".","+",".","XLOC_010355","TCONS_00028161","=",1,"Gm11769","ENSMUST00000140273.1","ENSMUST00000140273.1","TSS17518"
"chr11","Cufflinks","exon",120215082,120215201,".","-",".","XLOC_012246","TCONS_00033771","=",1,"Gm11770","ENSMUST00000135048.1","ENSMUST00000135048.1","TSS21159"
"chr11","Cufflinks","exon",120236019,120236122,".","-",".","XLOC_012248","TCONS_00033773","=",2,"Gm11772","ENSMUST00000136542.1","ENSMUST00000136542.1","TSS21161"
"chr11","Cufflinks","exon",120833946,120834244,".","+",".","XLOC_010377","TCONS_00028253","=",2,"Gm11773","ENSMUST00000138256.1","ENSMUST00000138256.1","TSS17572"
"chr11","Cufflinks","exon",121037695,121037862,".","+",".","XLOC_010380","TCONS_00028263","=",2,"Gm11775","ENSMUST00000136500.2","ENSMUST00000136500.2","TSS17579"
"chr4","Cufflinks","exon",5545238,5548023,".","-",".","XLOC_045725","TCONS_00117155","=",1,"Gm11782","ENSMUST00000131675.1","ENSMUST00000131675.1","TSS74655"
"chr11","Cufflinks","exon",120491651,120492067,".","-",".","XLOC_012256","TCONS_00033815","=",2,"Gm11788","ENSMUST00000142520.1","ENSMUST00000142520.1","TSS21181"
"chr11","Cufflinks","exon",120531433,120531513,".","-",".","XLOC_012257","TCONS_00033819","=",4,"Gm11789","ENSMUST00000140989.1","ENSMUST00000140645.1","TSS21183"
"chr11","Cufflinks","exon",121096641,121096899,".","-",".","XLOC_012282","TCONS_00033931","=",1,"Gm11791","ENSMUST00000139327.1","ENSMUST00000139327.1","TSS21253"
"chr4","Cufflinks","exon",7759670,7759759,".","+",".","XLOC_043424","TCONS_00110852","=",1,"Gm11795","ENSMUST00000127180.1","ENSMUST00000127180.1","TSS70798"
"chr4","Cufflinks","exon",6702109,6702247,".","+",".","XLOC_043422","TCONS_00110850","=",2,"Gm11802","ENSMUST00000137749.1","ENSMUST00000137749.1","TSS70796"
"chr4","Cufflinks","exon",10488945,10489362,".","-",".","XLOC_045761","TCONS_00117268","=",2,"Gm11815","ENSMUST00000139423.1","ENSMUST00000139423.1","TSS74724"
"chr4","Cufflinks","exon",9285414,9285502,".","-",".","XLOC_045754","TCONS_00117230","=",2,"Gm11816","ENSMUST00000149848.1","ENSMUST00000149848.1","TSS74708"
"chr4","Cufflinks","exon",9436196,9436501,".","-",".","XLOC_045755","TCONS_00117232","=",3,"Gm11817","ENSMUST00000155578.1","ENSMUST00000155578.1","TSS74709"
"chr4","Cufflinks","exon",13096750,13096806,".","+",".","XLOC_043500","TCONS_00111209","=",4,"Gm11820","ENSMUST00000139614.1","ENSMUST00000139614.1","TSS70914"
"chr4","Cufflinks","exon",13994804,13995193,".","-",".","XLOC_045805","TCONS_00117393","=",3,"Gm11823","ENSMUST00000130582.1","ENSMUST00000130582.1","TSS74794"
"chr4","Cufflinks","exon",11125998,11126998,".","+",".","XLOC_043468","TCONS_00111006","=",2,"Gm11827","ENSMUST00000142297.1","ENSMUST00000151138.7","TSS70867"
"chr4","Cufflinks","exon",11502592,11502839,".","-",".","XLOC_045790","TCONS_00117347","=",2,"Gm11831","ENSMUST00000141538.1","ENSMUST00000141538.1","TSS74769"
"chr4","Cufflinks","exon",11612251,11612378,".","-",".","XLOC_045791","TCONS_00117348","=",2,"Gm11832","ENSMUST00000148576.1","ENSMUST00000148576.1","TSS74770"
"chr4","Cufflinks","exon",14947439,14947555,".","+",".","XLOC_043524","TCONS_00111243","j",4,"Gm11837","ENSMUST00000137532.7","CUFF.35802.1","TSS70943"
"chr4","Cufflinks","exon",11999474,11999976,".","-",".","XLOC_045795","TCONS_00117362","=",1,"Gm11840","ENSMUST00000156947.1","ENSMUST00000156947.1","TSS74776"
"chr4","Cufflinks","exon",12035000,12035163,".","+",".","XLOC_043487","TCONS_00111128","=",2,"Gm11842","ENSMUST00000130117.1","ENSMUST00000130117.1","TSS70899"
"chr4","Cufflinks","exon",15022582,15022629,".","+",".","XLOC_043526","TCONS_00111247","=",1,"Gm11844","ENSMUST00000129207.1","ENSMUST00000129207.1","TSS70948"
"chr4","Cufflinks","exon",12314308,12314583,".","+",".","XLOC_043496","TCONS_00111142","=",3,"Gm11846","ENSMUST00000155156.1","ENSMUST00000155156.1","TSS70908"
"chr4","Cufflinks","exon",17656675,17656862,".","-",".","XLOC_045835","TCONS_00117470","=",1,"Gm11851","ENSMUST00000132219.1","ENSMUST00000132219.1","TSS74850"
"chr4","Cufflinks","exon",16509151,16509323,".","+",".","XLOC_043540","TCONS_00111284","=",3,"Gm11861","ENSMUST00000141571.1","ENSMUST00000141571.1","TSS70965"
"chr4","Cufflinks","exon",18874510,18874606,".","+",".","XLOC_043548","TCONS_00111315","=",9,"Gm11867","ENSMUST00000133363.1","ENSMUST00000133363.1","TSS70979"
"chr4","Cufflinks","exon",20344843,20344988,".","+",".","XLOC_043561","TCONS_00111387","=",2,"Gm11872","ENSMUST00000141819.1","ENSMUST00000141819.1","TSS70997"
"chr4","Cufflinks","exon",23392412,23392503,".","+",".","XLOC_043594","TCONS_00111490","=",5,"Gm11884","ENSMUST00000131639.1","ENSMUST00000131639.1","TSS71044"
"chr4","Cufflinks","exon",24799786,24800988,".","+",".","XLOC_043600","TCONS_00111513","=",2,"Gm11899","ENSMUST00000142373.1","CUFF.35887.1","TSS71056"
"chr4","Cufflinks","exon",28814297,28814441,".","-",".","XLOC_045893","TCONS_00117589","=",1,"Gm11915","ENSMUST00000153669.1","ENSMUST00000153669.1","TSS74935"
"chr4","Cufflinks","exon",29090605,29090632,".","+",".","XLOC_043625","TCONS_00111555","=",1,"Gm11916","ENSMUST00000132759.1","ENSMUST00000132759.1","TSS71087"
"chr4","Cufflinks","exon",29068079,29068197,".","+",".","XLOC_043624","TCONS_00111554","=",1,"Gm11917","ENSMUST00000154813.1","ENSMUST00000154813.1","TSS71086"
"chr4","Cufflinks","exon",30432112,30432352,".","+",".","XLOC_043630","TCONS_00111560","=",1,"Gm11924","ENSMUST00000152306.1","ENSMUST00000152306.1","TSS71092"
"chr4","Cufflinks","exon",33310012,33310137,".","-",".","XLOC_045913","TCONS_00117643","=",2,"Gm11934","ENSMUST00000132553.1","ENSMUST00000132553.1","TSS74972"
